Title,Video ID,Video Owner Title,Published At,View Count,Like Count,Favorite Count,Comment Count
Jermaine Stewart - We Don't Have To Take Our Clothes Off (Official Music Video),HWZisnZ-RGE,JermaineStewartVEVO,2020-06-04T06:52:08Z,42340101,263856,0,16948
Every Morning - Sugar Ray,3cqU1pFRqYE,Sugar Ray Videos,2018-07-29T16:06:21Z,42079891,229836,0,10767
The Strokes - The Adults Are Talking (Official Video),ewOPQZZn4SY,thestrokesVEVO,2024-03-27T01:54:31Z,42153607,505194,0,14089
Alesso Vs OneRepublic - If I Lose Myself (Alesso Remix),snVhi74Q3vk,Alesso,2018-07-03T21:02:28Z,42024848,209435,0,4792
Muse - Plug In Baby (Official Video),dbB-mICjkQM,Muse,2018-06-20T22:32:13Z,42020740,237901,0,10646
"Ice Cube, Mack 10, Ms. Toi - You Can Do It (Official Music Video)",6auk1TkGtVQ,IceCubeVEVO,2022-03-05T15:07:03Z,42015686,339445,0,6739
Raindrops Keep Falling on my Head,sySlY1XKlhM,B.J. Thomas - Topic,2021-05-30T14:48:11Z,41878235,621331,0,6460
Neon Trees - Animal (Official Music Video),gM7Hlg75Mlo,NeonTreesVEVO,2019-02-25T16:49:15Z,41676870,373510,0,19922
Cascada-Miracle,UCzz4_FPbug,sdeelite,2021-03-03T16:58:53Z,41584848,112466,0,7247
Kygo ft. Parson James - Stole the show (Lyrics video),vXoWg08pwiQ,Kiss Rene,2018-10-23T07:44:09Z,41503067,264113,0,4833
Wild Cherry - Play That Funky Music,MDZsNksbw2Q,Rewind Music Group,2020-10-22T05:20:51Z,41413709,291865,0,6914
Social Distortion - Story of My Life,oh8zcbC_Dcw,SocialDistortionVEVO,2019-01-25T16:46:15Z,41116089,210110,0,9664
Trombone - AronChupa & Little Sis Nora [Official Music Video],khpL08_O1WE,AronChupa & Little Sis Nora,2021-02-06T14:58:43Z,41032400,428415,0,4966
Depeche Mode - World in My Eyes (Official Video),nhZdL4JlnxI,DepecheModeVEVO,2018-07-12T01:08:17Z,40873011,148791,0,5471
OMC - How Bizarre (Official Music Video),C2cMG33mWVY,OMCVEVO,2018-06-18T02:50:32Z,40881238,364692,0,20690
"Kygo, Sasha Alex Sloan - I'll Wait (Lyric Video)",ogv284C4W30,KygoOfficialVEVO,2020-06-30T15:34:43Z,40403791,443455,0,7287
Depeche Mode - Enjoy The Silence (Official Music Video),m0AKJMGxwpE,generationhitmachine,2018-06-08T16:51:00Z,40054390,208424,0,8513
The Drifters - Under the Boardwalk,EPEqRMVnZNU,Bees Knees Oldies,2020-10-25T19:56:07Z,39958261,188548,0,6039
"Earth, Wind & Fire - Fantasy (Official Audio)",r58GQYFZeLE,EarthWindandFireVEVO,2020-11-28T17:06:48Z,39975149,270933,0,9795
R.E.M. - The One I Love (Official Music Video),j7oQEPfe-O8,REMVEVO,2019-03-23T15:49:50Z,39766770,242509,0,7066
ZZ Top - Legs (Official Music Video) [HD Remaster],eUDcTLaWJuo,RHINO,2021-07-28T20:54:53Z,39699256,183353,0,6470
"Blondie - ""One Way Or Another"" (Audio)",_zBwRDEFMRY,BlondieMusicOfficial,2021-07-26T16:01:26Z,39683211,452761,0,7160
Black Box - Everybody Everybody (Official Video),18N2k1TBBRE,BlackBoxHouse,2021-04-03T15:55:01Z,39562980,295448,0,13139
No Mercy - Where Do You Go,Yt-KMPvgKPo,justinuke,2019-10-23T15:57:18Z,39490918,163894,0,9019
"Bill Medley, Jennifer Warnes - (I've Had) The Time Of My Life (Official HD Video)",4BQLE_RrTSU,BillMJennWVEVO,2020-12-06T08:46:44Z,39419594,436669,0,7369
Culture Club - Time (Clock Of The Heart),8tI1_KlO6xI,CultureClubVEVO,2018-07-09T16:01:14Z,39392524,220061,0,15824
Olivia Newton-John - Physical (Official Music Video),vWz9VN40nCA,OliviaNewtonJohnVEVO,2018-07-03T20:30:39Z,39220386,239248,0,17465
White Town - Your Woman (Official HD Video),lVL-zZnD3VU,Jyoti Mishra,2019-03-01T07:55:38Z,39111250,473319,0,15042
Bastille - Pompeii (Audien Remix) [Premiere],xoUVtthd7gY,Proximity,2021-01-06T16:59:14Z,38910456,315562,0,9034
I'll Fly with You (Original / Lyrics Video) von Gigi D'Agostino,OHZQqGdDIQE,zyxdance,2022-02-18T04:16:35Z,38960743,231121,0,8691
Madonna - Express Yourself (Official Video),GsVcUzP_O_8,Madonna,2020-05-18T03:54:34Z,38854717,179956,0,21865
Madonna - Music (Official Video),Sdz2oW0NMFk,Madonna,2020-12-12T15:36:37Z,38532934,233563,0,11904
Depeche Mode - People Are People (Remastered),MzGnX-MbYE4,DepecheModeVEVO,2019-06-08T01:00:16Z,38069708,218251,0,8308
Fly - Sugar Ray,zUtnwcv-quE,Sugar Ray Videos,2018-07-29T16:06:43Z,37715046,199886,0,10400
Avicii - Without You (Part 4) ft. Sandro Cavazza,fTYhYsG9e20,AviciiOfficialVEVO,2021-09-22T15:50:08Z,36953127,383942,0,7988
Sonique - It Feels So Good (Official Video),zns8Y8phigk,Altra Moda Music,2021-08-12T16:04:28Z,36775464,379507,0,10285
Muse - New Born,qhduQhDqtb4,Muse,2021-08-06T15:44:30Z,36597457,198637,0,8658
Bill Haley & His Comets - Rock Around The Clock (1955) HD,ZgdufzXvjqw,33Evenstar,2023-11-14T15:23:17Z,36558691,282454,0,6547
Saturday Night Fever - More Than A Woman (Bee Gees),fy0rYUvn7To,frontera2032,2019-01-18T00:50:48Z,36474101,170843,0,6894
Elvis Presley - Don't Be Cruel,ViMF510wqWA,1wolfiesLady,2020-10-25T21:48:37Z,36283724,163295,0,4093
"Kygo, Donna Summer - Hot Stuff (Official Video)",yg6Y_1_DJyI,KygoOfficialVEVO,2020-11-01T15:50:36Z,36100513,484512,0,8959
I Want To Hold Your Hand (Remastered 2015),v1HDt1tknTc,The Beatles - Topic,2020-08-13T10:43:42Z,35734198,327046,0,4588
